id,time,changetime,reporter,summary,status,owner,type,component
11790,2009-08-27 06:49:43,2009-08-27 06:53:38,ramesh,problem with component filed in Ticket,closed,nobody,,Uncategorized
11791,2009-08-27 07:38:26,2011-09-28 09:12:23,panni@…,Incorrect HTML Code rendered in list_editable enabled changelists,closed,kmtracey,,contrib.admin
11792,2009-08-27 09:58:20,2009-08-27 10:30:16,anonymous,incorrect activation of the code for admin site in urls.py,closed,nobody,,Documentation
11793,2009-08-27 14:02:39,2011-09-28 09:12:23,anonymous,i18n documentation makemessages format doesn't work,closed,nobody,,Documentation
11794,2009-08-27 20:25:39,2010-01-17 14:12:03,seemant,topics/db/managers.txt typo,closed,nobody,,Documentation
11795,2009-08-28 01:57:27,2009-11-03 07:02:17,sveri,Allow use of inlines for many-to-many fields,closed,nobody,,Uncategorized
11796,2009-08-28 10:39:49,2010-01-12 15:35:54,russryba,"Change Permission ordering to sort by application, model, then permission",closed,jezdez,,contrib.auth
11797,2009-08-28 10:47:22,2011-12-17 03:26:22,Rupe,Test Client Response content form value parsing,closed,Rupe,New feature,Testing framework
11798,2009-08-29 04:40:50,2009-08-29 07:18:57,Mike Tkachuk <mike@…>,Django persistent psycopg2 database connection,closed,nobody,,"Database layer (models, ORM)"
11799,2009-08-29 05:50:20,2009-08-29 05:58:59,j@…,shortcoming in template language 'if' statement,closed,nobody,,Template system
11800,2009-08-29 06:04:56,2010-08-07 07:27:15,timo,Remove extra metadata from QuerySet API,closed,timo,,Documentation
11801,2009-08-29 09:10:38,2011-09-28 09:12:23,dantallis,Should be able to get deleted_forms on a formset even if it contains a deleted form that would have been invalid,closed,nobody,,Forms
11802,2009-08-29 12:47:49,2013-02-28 02:15:36,AmirHabibi,Wrong use of aggregation module may lead to non-deterministic bugs,closed,,,"Database layer (models, ORM)"
11803,2009-08-30 07:18:30,2012-05-12 08:47:21,danilo <danilo.cabello@…>,Admin does not update every ForeignKey select of the same model,new,nobody,Bug,contrib.admin
11804,2009-08-30 20:33:42,2011-02-25 23:55:04,marcob,Filterspec fails to remove __isnull when __exact passed,closed,nobody,,contrib.admin
11805,2009-08-30 20:54:53,2011-06-13 19:55:08,anonymous,Blocks tags inside inclusion template tags are ignored,closed,nobody,Uncategorized,Template system
11806,2009-08-31 02:55:54,2009-09-01 01:52:55,kiowa,FormWizard.process_step() doesn't always have a validated Form.,closed,nobody,,Documentation
11807,2009-08-31 05:19:24,2011-06-04 20:36:37,nemesys@…,Admin inlines onetoone related object not saved,closed,nobody,Bug,contrib.admin
11808,2009-08-31 08:46:07,2009-09-12 23:30:52,kratorius,Typo in admin's documentation,closed,nobody,,Documentation
11809,2009-08-31 14:04:36,2010-02-03 06:30:33,Prabhu Subramanian <prabhu.subramanian@…>,Unable to test a non-db dependent django app without db configuration,closed,nobody,,Testing framework
11810,2009-08-31 15:58:31,2011-09-28 09:12:23,rcoup,[gis] Typo in OpenLayers Admin JS,closed,jbronn,,GIS
11811,2009-08-31 16:46:29,2013-02-28 06:02:00,Afief,No error raised on update(foreignkey=unsavedobject) on nullable fk,assigned,aaugustin,Bug,"Database layer (models, ORM)"
11812,2009-08-31 16:50:12,2009-08-31 20:17:46,Afief,Formset with select widget and extra fields won't validate,closed,nobody,,Forms
11813,2009-08-31 16:52:40,2009-08-31 18:00:20,Afief,Formset with select widget and extra fields won't validate,closed,nobody,,Forms
11814,2009-09-01 01:19:22,2009-09-12 11:57:38,albsen,GIS with mysql doesnt work together with multidb raises argument exception on make_atom(),closed,nobody,,GIS
11815,2009-09-01 03:09:49,2009-09-01 03:38:53,anonymous,Multi table inheritance,closed,nobody,,"Database layer (models, ORM)"
11816,2009-09-02 04:32:48,2011-12-17 03:44:37,Jacques Mattheij <j@…>,"defaults in genereated settings.py are absolute paths for template directories, media directories and media urls",closed,nobody,Cleanup/optimization,Core (Management commands)
11817,2009-09-02 06:35:45,2012-01-28 09:41:17,axel,Incorrect document structures in django-documentation,closed,nobody,Bug,contrib.admindocs
11818,2009-09-02 07:28:09,2009-09-02 08:40:48,sampablokuper,Broken link on http://www.djangoproject.com/documentation/0.95/models/validation/,closed,nobody,,Documentation
11819,2009-09-02 09:03:24,2009-09-02 09:34:41,sampablokuper,Should __unicode__ be used when returning purely numerical values?,closed,nobody,,Documentation
11820,2009-09-02 16:42:37,2009-09-12 23:34:03,shields@…,Grace Hopper's name is misspelled,closed,nobody,,contrib.admin
11821,2009-09-02 17:36:56,2009-09-02 18:19:00,shields@…,Objects with multiple foreign key relationships to the same table will not correctly warn about deletion of related objects,closed,nobody,,contrib.admin
11822,2009-09-02 18:00:46,2013-02-28 02:15:36,amites,Slugify check for existing slugs in table,closed,,,"Database layer (models, ORM)"
11823,2009-09-03 00:27:51,2009-09-03 01:16:49,kapa77,Flush command should allow to choose send/not send syncdb signal and call/not call loaddata command,closed,nobody,,Uncategorized
11824,2009-09-03 04:09:20,2009-09-07 01:57:24,semenov,{% with %} tag to support tuples,closed,nobody,,Template system
11825,2009-09-03 06:31:45,2011-04-29 12:56:12,Maksymus007,Polish national flavour bugs,closed,Maksymus007,Bug,contrib.localflavor
11826,2009-09-03 11:07:18,2010-01-05 04:29:31,wam,django.forms.fields.URLField rejects valid URLs with no abs_path component,closed,Honza_Kral,,Forms
11827,2009-09-03 12:41:09,2012-04-27 03:51:56,mal,GeoQuerySet extent() method fails if contains only one object with point geometry,closed,nobody,Uncategorized,GIS
11828,2009-09-03 18:25:12,2009-12-03 03:44:10,craig.kimerer@…,Testing w/ contenttypes with syncdb causes an error django_content_types table does not exist,closed,robmadole,,Testing framework
11829,2009-09-03 21:48:33,2009-09-04 06:59:45,bluejeansummer,django-admin model validation mistake,closed,nobody,,Core (Management commands)
11830,2009-09-04 01:37:09,2011-09-28 09:12:27,nfg,save_model in ModelAdmin and inline model formsets,new,nobody,Bug,contrib.admin
11831,2009-09-04 13:04:09,2009-09-12 15:43:23,gsf,typo in comments doc,closed,nobody,,Documentation
11832,2009-09-04 14:19:51,2009-09-04 14:34:18,mpaolini,include tag with optional block argument (selective include feature),closed,nobody,,Template system
11833,2009-09-05 06:27:27,2009-09-10 09:36:10,steveire,Fix name conflict in filter test,closed,nobody,,Testing framework
11834,2009-09-05 09:49:27,2011-06-09 23:38:03,buriy,"Colorized technical_500_response: django code is green, user code is red.",closed,ethlinn,New feature,HTTP handling
11835,2009-09-05 09:55:16,2009-09-05 10:42:52,manasgarg,"url template tag doesn't put anything if the keyword argument has ' ', '&', '\' kind of characters",closed,nobody,,Template system
11836,2009-09-05 11:41:56,2013-03-22 12:25:51,sayane,Missing django.forms.widgets.MultiWidget hidden counterpart,new,nobody,New feature,Forms
11837,2009-09-05 12:57:34,2009-09-05 19:22:58,maigfrga,iceweasel 3.0.6  and mozilla  firefox 3.5.2 create user cache problem,closed,nobody,,Uncategorized
11838,2009-09-06 01:09:38,2011-04-16 00:16:07,skorpan,"Make syncdb understand ""initialdata"" directory",assigned,bkonkle,New feature,Core (Serialization)
11839,2009-09-06 11:33:32,2009-09-14 15:06:36,glenjamin,Strip tags from django document title elements,closed,nobody,,Documentation
11840,2009-09-06 13:01:24,2009-09-11 16:05:02,stavros,Form validation should check for IOErrors,closed,nobody,,Forms
11841,2009-09-06 13:20:12,2010-11-21 06:02:42,pjanderson,Allow subclasses of AdminSite to overwrite all admin templates,closed,nobody,,contrib.admin
11842,2009-09-06 20:52:24,2010-01-10 13:36:13,bitprophet,django-admin.py should display help output when no arguments are given,closed,nobody,,Core (Management commands)
11843,2009-09-06 21:24:35,2011-09-28 09:12:23,SmileyChris,MultipleHiddenInput outputs invalid HTML (inputs all get the same ID),closed,SmileyChris,,Forms
11844,2009-09-07 04:42:42,2010-02-03 06:52:20,krylatij,Select_related() and defer(),closed,nobody,,"Database layer (models, ORM)"
11845,2009-09-07 04:52:11,2009-09-07 05:58:12,jimr,minor typo in code example (tutorial pt 3),closed,nobody,,Documentation
11846,2009-09-07 06:04:05,2009-09-08 06:58:11,ankit,field check does not wok,closed,nobody,,Forms
11847,2009-09-07 16:06:20,2009-09-11 15:54:46,rnm@…,FormWizard in urlconf is not reversable,closed,nobody,,contrib.formtools
11848,2009-09-07 17:41:38,2009-09-07 17:45:44,igors,Hook to be able to customize changelist_view,closed,nobody,,contrib.admin
11849,2009-09-08 02:17:57,2009-11-03 18:01:55,aromano,use_tls initialization bug in django.core.mail.SMTPConnection,closed,nobody,,Core (Mail)
11850,2009-09-08 03:50:04,2011-12-04 14:35:03,pielgrzym,Intermediate model order not applied to related model,closed,bastih,New feature,"Database layer (models, ORM)"
11851,2009-09-08 05:05:24,2009-09-08 05:26:46,aminc,.annotate() turns datetime fields to unicode with sqlite3,closed,nobody,,"Database layer (models, ORM)"
11852,2009-09-08 08:21:21,2011-09-28 09:12:27,pihentagy,html template password_reset_email.html has badly translatable string,closed,nobody,,contrib.admin
11853,2009-09-08 13:08:28,2009-09-10 21:47:45,Alasdair <alasdair@…>,Django admin uses default Manager,closed,nobody,,Uncategorized
11854,2009-09-09 04:05:57,2011-12-17 05:53:02,ckarrie,Add support of PostGIS's Azimuth function,new,nobody,New feature,GIS
11855,2009-09-09 06:51:53,2009-09-18 03:10:02,djm,ImageField .path attribute does not take into account upload_to pre-save -  Django 1.1,closed,nobody,,File uploads/storage
11856,2009-09-09 07:05:17,2009-09-09 07:48:13,schmilblick,HttpRequest.path_info not mentioned in docs,closed,nobody,,Documentation
11857,2009-09-09 16:32:30,2013-04-27 02:02:47,andi100,TemporaryFile class is missing the closed - attribute,assigned,pombredanne,Bug,File uploads/storage
11858,2009-09-10 10:31:26,2009-09-10 21:37:53,pdwhite@…,Named urls in url template tag resolved differently,closed,nobody,,Uncategorized
11859,2009-09-10 14:21:11,2011-09-28 09:12:23,paluh,Change type checking condition in validation of choices,closed,nobody,,Core (Other)
11860,2009-09-10 16:09:20,2011-09-28 09:12:23,gregplaysguitar,"Changing a NullBooleanField from ""unknown"" to ""no"" in the admin does not save",closed,matiasb,,contrib.admin
11861,2009-09-10 23:13:07,2009-09-11 02:24:40,anonymous,TypeError: object.__init__() takes no parameters,closed,nobody,,Uncategorized
11862,2009-09-11 02:03:23,2009-09-12 23:33:51,AdamRimon@…,Hebrew translation mistake,closed,nobody,,Translations
11863,2009-09-11 12:02:20,2011-09-28 09:12:23,seanoc,Add a method to the orm to create Model instances from raw sql queries,closed,seanoc,,"Database layer (models, ORM)"
11864,2009-09-11 12:03:12,2011-09-28 09:12:27,anonymous,Relationship backreference documentation is hard to find,closed,dwillis,,Documentation
11865,2009-09-11 14:14:40,2011-04-16 00:09:58,tarequeh,Form media lacks support for raw javascript,closed,nobody,New feature,Forms
11866,2009-09-11 16:14:05,2013-03-22 17:40:25,andrewbadr,"non-null FK to a CharField primary key fails when key value is the empty string, giving ""[model.fk_col] may not be NULL""",new,nobody,Bug,"Database layer (models, ORM)"
11867,2009-09-11 21:37:27,2010-01-27 16:06:57,danring,if spatialite is installed and pysqlite2.5 is installed without `enable_load_extension` tests won't run,closed,nobody,,GIS
11868,2009-09-11 22:49:09,2011-09-28 09:12:30,bendavis78,Multiple sort in admin changelist,closed,bendavis78,New feature,contrib.admin
11869,2009-09-12 04:47:11,2011-09-28 09:12:23,jmv,makemessages command hangs when there're many errors in the .po file,closed,nobody,,Internationalization
11870,2009-09-12 11:43:46,2013-03-11 13:43:28,HM,Moderation doesn't work with comments extended from BaseCommentAbstractModel,closed,nobody,Bug,contrib.comments
11871,2009-09-12 11:49:37,2009-09-12 12:00:52,fgrzadkowski@…,Subclassing django.contrib.auth.models.User,closed,nobody,,contrib.auth
11872,2009-09-12 13:06:20,2011-09-28 09:12:23,tobias,can't pass instance=None to inline formset,closed,brosner,,Forms
11873,2009-09-12 14:08:10,2009-09-12 23:33:02,brettcannon,Incorrect pluralization in generic views docs,closed,nobody,,Documentation
11874,2009-09-12 17:31:38,2009-12-11 22:02:42,Alex,Cleanup SortedDictionary,closed,nobody,,Core (Other)
11875,2009-09-13 10:19:55,2011-09-28 09:12:23,skorpan,ForeignKey field with blank=True and null=True in list_display breaks admin,closed,djansoft,,contrib.admin
11876,2009-09-13 10:50:45,2010-02-03 12:24:02,soniiic,Allow the user to logout a logged in session from another computer.,closed,nobody,,contrib.auth
11877,2009-09-14 10:23:19,2013-04-22 18:41:15,tomevans222,Document that request.get_host() fails when behind multiple reverse proxies,closed,nobody,Uncategorized,Documentation
11878,2009-09-14 11:53:43,2009-09-15 08:10:38,abeld@…,"Allow using a settings.py setting instead of runserver's  ""--adminmedia"" settings",closed,nobody,,Uncategorized
11879,2009-09-14 16:23:26,2009-09-14 16:43:39,llonchj@…,user.profile instead of user.get_profile(),closed,nobody,,Contrib apps
11880,2009-09-14 18:44:16,2010-01-10 10:01:22,jb0t,Admin site URL Conf docs missing raw string notation,closed,nobody,,Documentation
11881,2009-09-15 01:27:47,2013-02-28 02:15:36,egenix_viktor,ORDER BY in aggregate subqueries is not necessary and might cause problems on some SQL servers,new,,Bug,"Database layer (models, ORM)"
11882,2009-09-15 08:44:39,2010-08-07 08:00:54,Nils L,Documentation missing for django.contrib.admin.ModelAdmin.formfield_for_manytomany,closed,anonymous,,Documentation
11883,2009-09-15 09:21:29,2011-09-28 09:12:23,Svenstaro,Docs should really point out that you can set template_name of a flatpage in the admin,closed,nobody,,Documentation
11884,2009-09-15 14:57:33,2010-01-10 10:07:47,DmitryRisenberg,Clarify in documentation how to enable built-in reference in admin.,closed,nobody,,Documentation
11885,2009-09-16 03:20:06,2009-10-24 14:11:26,sampablokuper,'Using the built-in reference' section makes unjustified assumption,closed,nobody,,Documentation
11886,2009-09-16 04:30:08,2009-09-16 05:12:55,russellm,F() expressions don't retain parentheses into final SQL,closed,nobody,,Uncategorized
11887,2009-09-16 07:18:17,2009-09-16 07:24:52,anonymous,Unescaped characters in the title of the Sites Framework page,closed,nobody,,Documentation
11888,2009-09-16 09:41:31,2011-09-28 09:12:23,rjc,Unable to render file name with special chars (non-ascii),closed,nobody,,contrib.admin
11889,2009-09-16 14:54:04,2011-09-28 09:12:23,francis,Order for context being override isn't clear for Context Processors and Views,closed,nobody,,Documentation
11890,2009-09-16 15:41:05,2011-09-28 09:12:27,jaklaassen@…,Defer/only + annotate is broken,closed,ruosteinen,Bug,"Database layer (models, ORM)"
11891,2009-09-17 01:07:44,2011-09-28 09:12:23,nfg,The attributes of the original get_absolute_url defined in the model is not copied,closed,nobody,,"Database layer (models, ORM)"
11892,2009-09-17 01:45:11,2012-12-07 05:31:09,pmcnerthney@…,Model __eq__ is not symmetric.,new,nobody,Bug,"Database layer (models, ORM)"
11893,2009-09-17 03:16:11,2010-02-01 17:00:53,digi604,load order of .mo files,closed,nobody,,Internationalization
11894,2009-09-17 03:36:01,2010-01-27 18:07:36,mandre,Slovak locale translation update (trunk),closed,nobody,,Translations
11895,2009-09-17 03:40:30,2009-09-17 04:25:14,patrick@…,Grouping and reordering apps on the admin index page,closed,nobody,,contrib.admin
11896,2009-09-17 04:12:13,2010-01-25 21:30:29,mandre,Slovak locale translation update (1.0.X branch),closed,nobody,,Translations
11897,2009-09-17 04:14:12,2010-01-27 18:08:19,mandre,Slovak locale translation update (1.1.X branch),closed,nobody,,Translations
11898,2009-09-17 06:25:33,2010-02-03 12:36:06,steveed,oracle quote_name bug,closed,nobody,,"Database layer (models, ORM)"
11899,2009-09-17 06:37:10,2009-09-17 06:42:16,fgrzadkowski,QuerySet - filter through related objects,closed,nobody,,Documentation
11900,2009-09-17 07:17:41,2011-09-28 09:12:23,guettli,commit_on_success: Handle Exception in commit(),closed,gabrielhurley,,"Database layer (models, ORM)"
